Incident number,Incident Occurred,Incident Reported,LATITUDE,LONGITUDE,NIB_CODE_DESC
2014388842,20140517 10:00,20140517 18:00,36.17797031,-86.81274983,Burglary/Breaking & Entering
2014397272,20140517 12:00,20140520 12:30,36.1076134,-86.78553918,Burglary/Breaking & Entering
2014388299,20140517 12:58,20140517 13:00,36.16148153,-86.80012785,Burglary/Breaking & Entering
2014391436,20140517 14:00,20140518 17:00,36.25889011,-86.71632562,Burglary/Breaking & Entering
2014389452,20140517 16:00,20140518 00:40,36.16098572,-86.84034118,Burglary/Breaking & Entering
2014390182,20140518 04:08,20140518 04:40,36.0650777,-86.68593328,Burglary/Breaking & Entering
2014390239,20140518 05:00,20140518 05:45,36.06849998,-86.61637755,Burglary/Breaking & Entering
2014395606,20140518 07:00,20140519 23:00,36.13844984,-86.7680168,Burglary/Breaking & Entering
2014392279,20140518 07:15,20140518 21:27,36.06069695,-86.64032857,Burglary/Breaking & Entering
2014392673,20140518 08:00,20140519 00:59,36.09960249,-86.92430811,Burglary/Breaking & Entering
2014438531,20140518 08:00,20140603 12:30,36.23873486,-86.63853153,Burglary/Breaking & Entering
2014392047,20140518 09:00,20140518 19:35,36.09289692,-86.64269683,Burglary/Breaking & Entering
2014391007,20140518 09:45,20140518 11:26,36.06577241,-86.64570534,Burglary/Breaking & Entering
2014391077,20140518 11:40,20140518 11:57,36.04207395,-86.71603236,Burglary/Breaking & Entering
2014391429,20140518 13:00,20140518 15:24,36.1084757,-86.70041504,Burglary/Breaking & Entering
2014391438,20140518 14:00,20140518 15:25,36.14708273,-86.87359736,Burglary/Breaking & Entering
2014394011,20140518 15:00,20140519 11:56,36.25563858,-86.7317623,Burglary/Breaking & Entering
2014391386,20140518 15:20,20140518 15:34,36.26757297,-86.70658711,Burglary/Breaking & Entering
2014395856,20140518 16:30,20140519 00:30,36.20190628,-86.82999637,Burglary/Breaking & Entering
2014394423,20140518 17:00,20140519 15:58,36.29451969,-86.70535134,Burglary/Breaking & Entering
2014392675,20140518 17:30,20140519 01:00,36.21563519,-86.82289563,Burglary/Breaking & Entering
2014393658,20140518 19:00,20140519 09:41,36.08517295,-86.69693348,Burglary/Breaking & Entering
2014364658,20140518 19:00,20140519 09:41,36.17623446,-86.5956143,Burglary/Breaking & Entering
2014394179,20140518 19:00,20140519 09:41,36.08520155,-86.69691314,Burglary/Breaking & Entering
2014392577,20140518 19:45,20140519 00:32,36.11381389,-86.81082356,Burglary/Breaking & Entering
2014392444,20140518 21:30,20140518 23:15,36.23152907,-86.66158405,Burglary/Breaking & Entering
2014392425,20140518 22:50,20140518 23:09,36.15804975,-86.82068269,Burglary/Breaking & Entering
2014393276,20140519 00:00,20140519 06:00,36.18664106,-86.74711054,Burglary/Breaking & Entering
2014394588,20140519 05:30,20140519 17:00,36.08519736,-86.71574418,Burglary/Breaking & Entering
2014395249,20140519 07:30,20140519 21:30,36.29642097,-86.74200031,Burglary/Breaking & Entering
2014593987,20140519 08:00,20140728 16:00,36.12400312,-86.70592229,Burglary/Breaking & Entering
2014394065,20140519 10:00,20140519 12:30,36.22919808,-86.63106677,Burglary/Breaking & Entering
2014391469,20140519 12:18,20140519 21:30,36.02671873,-86.71023612,Burglary/Breaking & Entering
2014394476,20140519 15:12,20140519 17:30,36.31935108,-86.8992757,Burglary/Breaking & Entering
2014395662,20140519 21:30,20140519 23:20,36.16559588,-86.75549041,Burglary/Breaking & Entering
2014395861,20140520 00:30,20140520 01:30,36.18637792,-86.82305981,Burglary/Breaking & Entering
2014396336,20140520 02:30,20140520 03:55,36.17634164,-86.75605015,Burglary/Breaking & Entering
2014396252,20140520 02:50,20140520 04:08,36.17181926,-86.79756565,Burglary/Breaking & Entering
2014396343,20140520 03:30,20140520 04:20,36.10623662,-86.81662989,Burglary/Breaking & Entering
2014396367,20140520 03:45,20140520 04:00,36.04687605,-86.64806182,Burglary/Breaking & Entering
2014397526,20140520 06:00,20140520 17:10,36.10723508,-86.7262444,Burglary/Breaking & Entering
2014400745,20140520 06:00,20140521 15:39,36.17076208,-86.81273698,Burglary/Breaking & Entering
2014396721,20140520 06:50,20140520 07:42,36.15485625,-86.853748,Burglary/Breaking & Entering
2014396821,20140520 07:59,20140520 07:59,36.23806383,-86.62925539,Burglary/Breaking & Entering
2014401387,20140520 08:00,20140521 19:00,36.3074134,-86.67413377,Burglary/Breaking & Entering
2014397650,20140520 08:00,20140520 16:00,36.18785475,-86.738711,Burglary/Breaking & Entering
2014421515,20140520 09:00,20140528 18:00,36.13751431,-86.761756,Burglary/Breaking & Entering
2014397455,20140520 09:30,20140520 13:40,36.25033536,-86.70428328,Burglary/Breaking & Entering
2014398664,20140520 11:30,20140520 22:00,36.08217933,-86.7137135,Burglary/Breaking & Entering
2014397371,20140520 12:45,20140520 12:50,36.11697435,-86.73922645,Burglary/Breaking & Entering
2014441638,20140520 14:00,20140604 13:40,36.13747979,-86.78471713,Burglary/Breaking & Entering
2014397577,20140520 14:45,20140520 15:28,36.11400134,-86.82410402,Burglary/Breaking & Entering
2014398286,20140520 16:00,20140520 20:08,36.17225609,-86.80377033,Burglary/Breaking & Entering
2014398891,20140520 23:00,20140520 23:16,36.19021176,-86.76646763,Burglary/Breaking & Entering
2014406834,20140521 00:00,20140523 16:30,36.08765381,-86.62418526,Burglary/Breaking & Entering
2014409113,20140521 00:00,20140524 15:30,36.13462338,-86.82538824,Burglary/Breaking & Entering
2014399124,20140521 00:22,20140521 01:30,36.2039457,-86.74204697,Burglary/Breaking & Entering
2014401601,20140521 07:15,20140521 20:15,36.15829625,-86.67298228,Burglary/Breaking & Entering
2014400538,20140521 08:00,20140521 14:00,36.14865754,-86.84337763,Burglary/Breaking & Entering
2014399944,20140521 09:03,20140521 09:13,36.08221889,-86.70699946,Burglary/Breaking & Entering
2014401086,20140521 10:00,20140521 17:15,36.03650441,-86.59281185,Burglary/Breaking & Entering
2014400142,20140521 10:39,20140521 11:04,36.25903831,-86.74005279,Burglary/Breaking & Entering
2014401852,20140521 10:50,20140521 20:07,36.13995884,-86.83369388,Burglary/Breaking & Entering
2014400274,20140521 11:45,20140521 12:30,36.18629836,-86.7536306,Burglary/Breaking & Entering
2014400786,20140521 11:50,20140521 16:00,36.18464472,-86.80757254,Burglary/Breaking & Entering
2014400311,20140521 12:04,20140521 12:04,36.15629064,-86.85988121,Burglary/Breaking & Entering
2014401206,20140521 13:00,20140521 17:30,36.13619011,-86.78364776,Burglary/Breaking & Entering
2014403347,20140521 16:30,20140522 11:30,36.18930215,-86.63494477,Burglary/Breaking & Entering
2014401546,20140521 17:15,20140521 20:20,36.27069212,-86.77579809,Burglary/Breaking & Entering
2014401243,20140521 17:45,20140521 18:30,36.05936935,-86.73978337,Burglary/Breaking & Entering
2014402004,20140521 18:00,20140521 23:35,36.13358779,-86.81161138,Burglary/Breaking & Entering
2014402738,20140521 20:30,20140522 05:47,36.15426678,-86.85552342,Burglary/Breaking & Entering
2014402863,20140522 00:00,20140522 07:30,36.19290508,-86.72399215,Burglary/Breaking & Entering
2014654045,20140522 00:00,20140818 13:10,36.06795616,-86.63174523,Burglary/Breaking & Entering
2014402468,20140522 02:19,20140522 02:41,36.1409604,-86.83940441,Burglary/Breaking & Entering
2014403434,20140522 09:00,20140522 11:30,36.14710401,-86.86950939,Burglary/Breaking & Entering
2014403757,20140522 09:00,20140522 15:25,36.23892837,-86.61499995,Burglary/Breaking & Entering
2014403662,20140522 09:30,20140522 14:00,36.20496542,-86.73656888,Burglary/Breaking & Entering
2014689158,20140522 16:00,20140829 12:00,36.17418566,-86.81466607,Burglary/Breaking & Entering
2014551585,20140522 17:00,20140713 11:00,36.16396807,-86.82132998,Burglary/Breaking & Entering
2014406468,20140522 17:00,20140523 12:30,36.18649335,-86.73717678,Burglary/Breaking & Entering
2014404741,20140522 20:35,20140522 21:15,36.26316061,-86.69915322,Burglary/Breaking & Entering
2014405004,20140522 21:59,20140522 23:40,36.27678893,-86.75477618,Burglary/Breaking & Entering
2014405599,20140522 22:15,20140523 03:00,36.25748198,-86.76673486,Burglary/Breaking & Entering
2014405151,20140522 23:25,20140522 23:55,36.2239088,-86.73883667,Burglary/Breaking & Entering
2014414214,20140522 23:30,20140526 11:00,36.15775364,-86.7068695,Burglary/Breaking & Entering
2014408072,20140523 00:00,20140524 02:23,36.16166044,-86.81932091,Burglary/Breaking & Entering
2014497577,20140523 00:00,20140623 11:45,36.16271561,-86.75262747,Burglary/Breaking & Entering
2014441408,20140523 02:00,20140604 11:55,36.18480155,-86.74783533,Burglary/Breaking & Entering
2014406348,20140523 04:00,20140523 11:50,36.17766565,-86.60445839,Burglary/Breaking & Entering
2014407068,20140523 09:30,20140523 18:15,36.18048318,-86.77183927,Burglary/Breaking & Entering
2014409105,20140523 11:00,20140524 15:24,36.18980505,-86.75559558,Burglary/Breaking & Entering
2014408702,20140523 17:30,20140524 08:50,36.20513479,-86.73762459,Burglary/Breaking & Entering
2014414337,20140523 18:00,20140526 12:00,36.13547,-86.88612188,Burglary/Breaking & Entering
2014407727,20140523 18:00,20140524 01:00,36.04528999,-86.72032692,Burglary/Breaking & Entering
2014408678,20140523 18:30,20140524 08:40,36.18048318,-86.77183927,Burglary/Breaking & Entering
2014408572,20140523 19:00,20140524 07:40,36.17547378,-86.64629651,Burglary/Breaking & Entering
2014407674,20140523 22:00,20140524 00:30,36.23490465,-86.6556241,Burglary/Breaking & Entering
2014408659,20140523 23:30,20140524 08:45,36.06007124,-86.72234543,Burglary/Breaking & Entering
2014407756,20140523 23:46,20140524 01:00,36.14427037,-86.68652616,Burglary/Breaking & Entering
2014407829,20140524 00:10,20140524 00:50,36.07965898,-86.72634087,Burglary/Breaking & Entering
2014407990,20140524 01:23,20140524 01:45,36.17235354,-86.79193654,Burglary/Breaking & Entering
2014413524,20140524 02:30,20140526 05:40,36.18553195,-86.79558556,Burglary/Breaking & Entering
2014408461,20140524 05:40,20140524 06:30,36.22219411,-86.59629175,Burglary/Breaking & Entering
2014408815,20140524 10:40,20140524 10:55,36.26511621,-86.66363169,Burglary/Breaking & Entering
2014409367,20140524 12:00,20140524 17:28,36.1827699,-86.97551012,Burglary/Breaking & Entering
2014409937,20140524 14:00,20140524 22:46,36.23154896,-86.7937213,Burglary/Breaking & Entering
2014412271,20140524 17:00,20140525 18:33,36.13890364,-86.77180752,Burglary/Breaking & Entering
2014409893,20140524 20:13,20140524 20:13,36.0650777,-86.68593328,Burglary/Breaking & Entering
2014409958,20140524 21:15,20140524 23:00,36.06167319,-86.64477543,Burglary/Breaking & Entering
2014410040,20140524 21:56,20140524 21:56,36.25393364,-86.69004678,Burglary/Breaking & Entering
2014410736,20140525 03:48,20140525 03:48,36.17218403,-86.5936493,Burglary/Breaking & Entering
2014410730,20140525 04:00,20140525 04:30,36.15856459,-86.66471223,Burglary/Breaking & Entering
2014417761,20140525 08:30,20140527 15:20,36.04452808,-86.96037367,Burglary/Breaking & Entering
2014411550,20140525 10:30,20140525 11:30,36.17001354,-86.7654594,Burglary/Breaking & Entering
2014411736,20140525 13:05,20140525 13:30,36.18368962,-86.76656727,Burglary/Breaking & Entering
2014411920,20140525 14:20,20140525 14:20,36.1220312,-86.74334009,Burglary/Breaking & Entering
2014412321,20140525 18:14,20140525 18:14,36.2679236,-86.72438574,Burglary/Breaking & Entering
2014412856,20140525 21:45,20140526 01:30,36.25596267,-86.76720179,Burglary/Breaking & Entering
2014413071,20140525 23:24,20140525 23:24,36.19661274,-86.780137,Burglary/Breaking & Entering
2014413940,20140526 04:00,20140526 08:41,36.20104831,-86.75828876,Burglary/Breaking & Entering
2014416019,20140526 06:40,20140527 00:47,36.17248171,-86.74460892,Burglary/Breaking & Entering
2014413787,20140526 06:47,20140526 06:47,36.16655689,-86.82036412,Burglary/Breaking & Entering
2014413942,20140526 08:08,20140526 08:08,36.16498024,-86.60273225,Burglary/Breaking & Entering
2014414086,20140526 09:00,20140526 09:00,36.17415176,-86.7933606,Burglary/Breaking & Entering
2014422262,20140526 09:30,20140528 23:30,36.13713025,-86.89306614,Burglary/Breaking & Entering
2014413983,20140526 10:23,20140526 10:23,36.14661954,-86.79392878,Burglary/Breaking & Entering
2014414311,20140526 11:42,20140526 11:42,36.17544943,-86.79653822,Burglary/Breaking & Entering
2014420150,20140526 11:45,20140528 09:40,36.05786644,-86.94112823,Burglary/Breaking & Entering
2014415148,20140526 12:00,20140526 18:00,36.18393616,-86.79387863,Burglary/Breaking & Entering
2014415180,20140526 12:00,20140526 18:58,36.23568002,-86.8313638,Burglary/Breaking & Entering
2014424548,20140526 12:00,20140529 17:30,36.14841763,-86.84977338,Burglary/Breaking & Entering
2014414367,20140526 12:15,20140526 12:15,36.15724421,-86.88078574,Burglary/Breaking & Entering
2014414515,20140526 13:19,20140526 13:19,36.09507566,-86.72133015,Burglary/Breaking & Entering
2014414713,20140526 13:50,20140526 15:10,36.21092711,-86.63224339,Burglary/Breaking & Entering
2014416036,20140526 15:00,20140527 00:40,36.05462826,-86.641934,Burglary/Breaking & Entering
2014414764,20140526 15:20,20140526 15:35,36.18900035,-86.80074429,Burglary/Breaking & Entering
2014415584,20140526 16:00,20140526 21:40,36.13905479,-86.70585294,Burglary/Breaking & Entering
2014414930,20140526 16:19,20140526 16:19,36.23356042,-86.79153066,Burglary/Breaking & Entering
2014414967,20140526 16:25,20140526 16:25,36.20852582,-86.76870554,Burglary/Breaking & Entering
2014422167,20140526 18:30,20140528 22:10,36.04994906,-86.66389511,Burglary/Breaking & Entering
2014415263,20140526 19:00,20140526 19:10,36.20183998,-86.73465197,Burglary/Breaking & Entering
2014415545,20140526 20:50,20140526 20:50,36.18500407,-86.75061256,Burglary/Breaking & Entering
2014415717,20140526 21:30,20140526 21:30,36.19402312,-86.72582227,Burglary/Breaking & Entering
2014415899,20140526 23:30,20140527 00:40,36.14502512,-86.85790309,Burglary/Breaking & Entering
2014420550,20140527 00:00,20140528 12:08,36.1365455,-86.78518202,Burglary/Breaking & Entering
2014415989,20140527 00:15,20140527 00:40,36.18416613,-86.75459305,Burglary/Breaking & Entering
2014416456,20140527 03:55,20140527 04:15,36.05338486,-86.71495021,Burglary/Breaking & Entering
2014416835,20140527 08:11,20140527 08:11,36.18198665,-86.80740995,Burglary/Breaking & Entering
2014417874,20140527 09:15,20140527 15:40,36.11811094,-86.74113308,Burglary/Breaking & Entering
2014417252,20140527 11:00,20140527 11:05,36.09818476,-86.72829078,Burglary/Breaking & Entering
2014417311,20140527 12:24,20140527 12:24,36.18264911,-86.61093796,Burglary/Breaking & Entering
2014426570,20140527 13:00,20140530 08:53,36.15785473,-86.67530574,Burglary/Breaking & Entering
2014417815,20140527 14:56,20140527 14:56,36.26461779,-86.66335276,Burglary/Breaking & Entering
2014418238,20140527 17:30,20140527 17:30,36.17919194,-86.67661907,Burglary/Breaking & Entering
2014418303,20140527 17:59,20140527 17:59,36.25847349,-86.77665195,Burglary/Breaking & Entering
2014418348,20140527 18:08,20140527 18:08,36.23598485,-86.66704994,Burglary/Breaking & Entering
2014418308,20140527 18:09,20140527 18:09,36.13422972,-86.80229825,Burglary/Breaking & Entering
2014418709,20140527 20:38,20140527 20:38,36.23620843,-86.79155032,Burglary/Breaking & Entering
2014422749,20140527 21:00,20140529 03:30,36.25114095,-86.74269904,Burglary/Breaking & Entering
2014419404,20140528 02:08,20140528 02:08,36.19436896,-86.76589099,Burglary/Breaking & Entering
2014421934,20140528 06:15,20140528 20:28,36.25525106,-86.70263791,Burglary/Breaking & Entering
2014419955,20140528 07:49,20140528 07:49,36.09166608,-86.73414405,Burglary/Breaking & Entering
2014419970,20140528 07:50,20140528 08:05,36.16438138,-86.75290074,Burglary/Breaking & Entering
2014420858,20140528 08:00,20140528 13:35,36.01506497,-87.01359762,Burglary/Breaking & Entering
2014421905,20140528 09:15,20140528 21:30,36.14229208,-86.84304583,Burglary/Breaking & Entering
2014420625,20140528 12:00,20140528 13:30,36.27216231,-86.71838264,Burglary/Breaking & Entering
2014422436,20140528 13:00,20140529 00:20,36.19361086,-86.81007344,Burglary/Breaking & Entering
2014429610,20140528 15:00,20140531 13:00,36.14063253,-86.83041238,Burglary/Breaking & Entering
2014421994,20140528 19:00,20140528 21:33,36.21468217,-86.85100886,Burglary/Breaking & Entering
2014423351,20140528 20:00,20140529 09:13,36.12599587,-86.7104131,Burglary/Breaking & Entering
2014422239,20140528 21:15,20140529 00:47,36.16178961,-86.83890653,Burglary/Breaking & Entering
2014422801,20140528 21:35,20140529 04:45,36.06581783,-86.69197934,Burglary/Breaking & Entering
2014443123,20140528 22:00,20140605 00:30,36.06058061,-86.63999268,Burglary/Breaking & Entering
2014466085,20140529 00:00,20140612 13:00,36.16739442,-86.75911906,Burglary/Breaking & Entering
2014424273,20140529 07:20,20140529 16:00,36.09422019,-86.73290513,Burglary/Breaking & Entering
2014424572,20140529 07:30,20140529 18:55,36.16098045,-86.85865148,Burglary/Breaking & Entering
2014423434,20140529 09:45,20140529 10:00,36.07246417,-86.65389787,Burglary/Breaking & Entering
2014425299,20140529 10:00,20140529 21:40,36.05876098,-86.71818901,Burglary/Breaking & Entering
2014423853,20140529 12:18,20140529 12:18,36.22518449,-86.83561383,Burglary/Breaking & Entering
2014423957,20140529 13:17,20140529 13:20,36.06697503,-86.7615805,Burglary/Breaking & Entering
2014425112,20140529 13:45,20140529 20:50,36.17181279,-86.80557171,Burglary/Breaking & Entering
2014426093,20140529 16:00,20140530 05:18,36.17555353,-86.79866032,Burglary/Breaking & Entering
2014424552,20140529 16:00,20140529 17:50,36.19111688,-86.74162196,Burglary/Breaking & Entering
2014424549,20140529 16:52,20140529 16:52,36.28057446,-86.72558707,Burglary/Breaking & Entering
2014433004,20140529 18:00,20140601 16:36,36.12675228,-86.71025056,Burglary/Breaking & Entering
2014425720,20140529 21:30,20140530 01:20,36.12945353,-86.71475478,Burglary/Breaking & Entering
2014426303,20140529 22:15,20140530 07:30,36.29766549,-86.69434377,Burglary/Breaking & Entering
2014425379,20140529 22:25,20140529 22:43,36.04394573,-86.6650458,Burglary/Breaking & Entering
2014425869,20140529 22:50,20140530 03:00,36.24562805,-86.71113925,Burglary/Breaking & Entering
2014426643,20140529 23:30,20140530 10:11,36.04478485,-86.66232639,Burglary/Breaking & Entering
2014429587,20140530 00:00,20140531 13:00,36.13509519,-86.70603447,Burglary/Breaking & Entering
2014427105,20140530 00:00,20140530 05:36,36.11415135,-86.79228714,Burglary/Breaking & Entering
2014426306,20140530 00:00,20140530 07:00,36.15281354,-86.70420036,Burglary/Breaking & Entering
2014425659,20140530 00:30,20140530 01:30,36.19474788,-86.83033156,Burglary/Breaking & Entering
2014447174,20140530 06:00,20140606 08:23,36.04891175,-86.78144754,Burglary/Breaking & Entering
2014426807,20140530 10:30,20140530 12:27,36.24767054,-86.71554258,Burglary/Breaking & Entering
2014427406,20140530 10:30,20140530 17:51,36.13103673,-86.77597078,Burglary/Breaking & Entering
2014427009,20140530 11:00,20140530 15:20,36.08506221,-86.954572,Burglary/Breaking & Entering
2014433139,20140530 11:00,20140601 17:50,36.23280129,-86.59272993,Burglary/Breaking & Entering
2014432622,20140530 15:30,20140601 16:00,36.18940308,-86.73572628,Burglary/Breaking & Entering
2014427299,20140530 15:58,20140530 16:52,36.0826185,-86.65775154,Burglary/Breaking & Entering
2014432083,20140530 18:00,20140601 09:55,36.06902583,-86.72022743,Burglary/Breaking & Entering
2014432552,20140530 21:00,20140601 15:40,36.1700639,-86.80459852,Burglary/Breaking & Entering
2014432093,20140530 22:30,20140601 10:00,36.0793276,-86.72708236,Burglary/Breaking & Entering
2014428210,20140530 23:05,20140530 23:55,36.17920729,-86.80401695,Burglary/Breaking & Entering
2014428730,20140531 01:00,20140531 03:20,36.10743206,-86.81208885,Burglary/Breaking & Entering
2014431785,20140531 01:50,20140601 07:45,36.10775262,-86.81262364,Burglary/Breaking & Entering
2014428803,20140531 03:40,20140531 04:15,36.21152259,-86.83494107,Burglary/Breaking & Entering
2014429128,20140531 07:25,20140531 07:25,36.04478485,-86.66232639,Burglary/Breaking & Entering
2014429141,20140531 07:37,20140531 07:37,36.06756609,-86.7185562,Burglary/Breaking & Entering
2014430409,20140531 09:00,20140531 21:30,36.05920195,-86.69402952,Burglary/Breaking & Entering
2014429528,20140531 10:30,20140531 11:50,36.17637655,-86.79758096,Burglary/Breaking & Entering
2014429813,20140531 10:30,20140531 15:45,36.21431984,-86.7278318,Burglary/Breaking & Entering
2014429436,20140531 10:46,20140531 10:46,36.08534406,-86.72703928,Burglary/Breaking & Entering
2014429641,20140531 12:48,20140531 12:48,36.17024619,-86.76559378,Burglary/Breaking & Entering
2014429787,20140531 15:00,20140531 16:15,36.04723234,-86.68303245,Burglary/Breaking & Entering
2014429999,20140531 16:59,20140531 16:59,36.20256817,-86.76600405,Burglary/Breaking & Entering
2014430817,20140531 18:00,20140601 00:30,36.26055139,-86.67541416,Burglary/Breaking & Entering
2014431951,20140531 19:00,20140601 09:10,36.05078449,-86.64717354,Burglary/Breaking & Entering
2014430567,20140531 21:11,20140531 21:11,36.26562013,-86.70795028,Burglary/Breaking & Entering
2014430711,20140531 22:38,20140531 22:38,36.16333793,-86.86051316,Burglary/Breaking & Entering
2014432644,20140531 23:00,20140601 14:20,36.04767084,-86.73728622,Burglary/Breaking & Entering
2014430918,20140531 23:16,20140531 23:16,36.1645945,-86.60020882,Burglary/Breaking & Entering
2014474712,20140601 00:00,20140615 12:00,36.04576323,-86.61776741,Burglary/Breaking & Entering
2014443188,20140601 00:00,20140605 01:46,36.14527332,-86.87156895,Burglary/Breaking & Entering
2014432138,20140601 01:30,20140601 10:30,36.04478485,-86.66232639,Burglary/Breaking & Entering
2014431495,20140601 04:58,20140601 04:58,36.04644333,-86.66346666,Burglary/Breaking & Entering
2014433371,20140601 06:30,20140601 19:30,36.07777386,-86.61644612,Burglary/Breaking & Entering
2014431755,20140601 07:14,20140601 07:14,36.15182459,-86.76077216,Burglary/Breaking & Entering
2014433971,20140601 08:00,20140602 00:30,36.08439271,-86.73892664,Burglary/Breaking & Entering
2014431851,20140601 08:08,20140601 08:08,36.18703957,-86.72682922,Burglary/Breaking & Entering
2014433515,20140601 08:15,20140601 08:30,36.14859516,-86.84208308,Burglary/Breaking & Entering
2014433002,20140601 08:20,20140601 17:20,36.30189336,-86.68804148,Burglary/Breaking & Entering
2014441413,20140601 08:30,20140604 11:46,36.05407844,-86.74822566,Burglary/Breaking & Entering
2014432133,20140601 08:45,20140601 08:45,36.1464905,-86.84449604,Burglary/Breaking & Entering
2014432584,20140601 09:00,20140601 15:14,36.1406289,-86.70584661,Burglary/Breaking & Entering
2014486228,20140601 09:00,20140619 09:30,36.18979221,-86.75545312,Burglary/Breaking & Entering
2014431988,20140601 09:03,20140601 09:03,36.15656942,-86.77277876,Burglary/Breaking & Entering
2014432064,20140601 09:37,20140601 09:37,36.04838397,-86.65774221,Burglary/Breaking & Entering
2014432613,20140601 09:45,20140601 14:00,36.08232628,-86.5866188,Burglary/Breaking & Entering
2014617248,20140601 10:00,20140805 16:40,36.08680968,-86.93914596,Burglary/Breaking & Entering
2014433018,20140601 11:00,20140601 16:30,36.13971801,-86.78270382,Burglary/Breaking & Entering
2014466483,20140601 12:00,20140612 16:00,36.26957315,-86.76343581,Burglary/Breaking & Entering
2014435597,20140601 16:30,20140602 14:33,36.16382963,-86.86359461,Burglary/Breaking & Entering
2014433092,20140601 17:06,20140601 17:06,36.23147447,-86.79835559,Burglary/Breaking & Entering
2014433678,20140601 21:29,20140601 22:30,36.17136928,-86.87405448,Burglary/Breaking & Entering
2014433749,20140601 22:00,20140601 22:30,36.16247877,-86.83895785,Burglary/Breaking & Entering
2014433917,20140601 23:45,20140602 23:43,36.15656942,-86.77277876,Burglary/Breaking & Entering
2014434536,20140602 02:00,20140602 06:15,36.2295228,-86.82872918,Burglary/Breaking & Entering
2014436339,20140602 05:00,20140602 17:05,36.18626397,-86.74545329,Burglary/Breaking & Entering
2014436887,20140602 06:00,20140602 22:30,36.06732661,-86.72368702,Burglary/Breaking & Entering
2014434807,20140602 07:57,20140602 07:57,36.11825359,-86.78797051,Burglary/Breaking & Entering
2014435393,20140602 10:20,20140602 12:00,36.23580602,-86.82701465,Burglary/Breaking & Entering
